object_id,path
RR10_20x_obl_7a_2888_fiber,padded/RR10_20x_obl_7a_2888_fiber.jpg
FK170124_WW2_20x_obl_11a_4232_unidentifiable,padded/FK170124_WW2_20x_obl_11a_4232_unidentifiable.jpg
RR27_7x_obl_4_21622_aggregate,padded/RR27_7x_obl_4_21622_aggregate.jpg
RR31_20x_obl_10b_6764_aggregate,padded/RR31_20x_obl_10b_6764_aggregate.jpg
FK170124_NBST3_50x_obl_16g_535_aggregate,padded/FK170124_NBST3_50x_obl_16g_535_aggregate.jpg
RR24_20x_obl_30b_2520_aggregate,padded/RR24_20x_obl_30b_2520_aggregate.jpg
RR54_50x_obl_16d_424_aggregate,padded/RR54_50x_obl_16d_424_aggregate.jpg
RR28_20x_obl_12b_13716_unidentifiable,padded/RR28_20x_obl_12b_13716_unidentifiable.jpg
RR53_50x_obl_7d_220_unidentifiable,padded/RR53_50x_obl_7d_220_unidentifiable.jpg
RR56_20x_obl_15c_8128_unidentifiable,padded/RR56_20x_obl_15c_8128_unidentifiable.jpg
RR9_115x_obl_1b_569_unidentifiable,padded/RR9_115x_obl_1b_569_unidentifiable.jpg
FK170124_WW2_50x_obl_10f_1181_aggregate,padded/FK170124_WW2_50x_obl_10f_1181_aggregate.jpg
RR1_7x_obl_6_12032_longfecalpellet,padded/RR1_7x_obl_6_12032_longfecalpellet.jpg
RR58_20x_obl_20c_7851_zooplankton,padded/RR58_20x_obl_20c_7851_zooplankton.jpg
RR59_20x_obl_16c_13525_longfecalpellet,padded/RR59_20x_obl_16c_13525_longfecalpellet.jpg
RR11_20x_obl_2c_15329_unidentifiable,padded/RR11_20x_obl_2c_15329_unidentifiable.jpg
RR29_115x_obl_6g_62_unidentifiable,padded/RR29_115x_obl_6g_62_unidentifiable.jpg
RR58_20x_obl_29a_11138_fiber,padded/RR58_20x_obl_29a_11138_fiber.jpg
RR29_115x_obl_5b_198_unidentifiable,padded/RR29_115x_obl_5b_198_unidentifiable.jpg
FK170124_WW4_50x_obl_3f_2666_shortpellet,padded/FK170124_WW4_50x_obl_3f_2666_shortpellet.jpg
RR10_20x_obl_16a_13664_fiber,padded/RR10_20x_obl_16a_13664_fiber.jpg
RR23_20x_obl_16a_5752_aggregate,padded/RR23_20x_obl_16a_5752_aggregate.jpg
RR56_20x_obl_32c_4390_fiber,padded/RR56_20x_obl_32c_4390_fiber.jpg
RR10_7x_obl_12_6847_unidentifiable,padded/RR10_7x_obl_12_6847_unidentifiable.jpg
RR23_20x_obl_40c_14305_unidentifiable,padded/RR23_20x_obl_40c_14305_unidentifiable.jpg
RR8_7x_obl_5_724_zooplanktonpart,padded/RR8_7x_obl_5_724_zooplanktonpart.jpg
RR24_20x_obl_17b_12959_unidentifiable,padded/RR24_20x_obl_17b_12959_unidentifiable.jpg
FK170124_NBST1_20x_obl_24b_6756_unidentifiable,padded/FK170124_NBST1_20x_obl_24b_6756_unidentifiable.jpg
RR25_50x_obl_18c_1160_unidentifiable,padded/RR25_50x_obl_18c_1160_unidentifiable.jpg
RR4_20x_obl_5b_8660_fiber,padded/RR4_20x_obl_5b_8660_fiber.jpg
RR57_20x_obl_33b_841_aggregate,padded/RR57_20x_obl_33b_841_aggregate.jpg
RR58_20x_obl_20c_7895_aggregate,padded/RR58_20x_obl_20c_7895_aggregate.jpg
RR23_20x_obl_11b_7312_unidentifiable,padded/RR23_20x_obl_11b_7312_unidentifiable.jpg
RR4_7x_obl_11_2632_aggregate,padded/RR4_7x_obl_11_2632_aggregate.jpg
RR53_20x_obl_24c_3374_aggregate,padded/RR53_20x_obl_24c_3374_aggregate.jpg
FK170124_NBST3_20x_obl_15b_17698_unidentifiable,padded/FK170124_NBST3_20x_obl_15b_17698_unidentifiable.jpg
RR25_115x_obl_5f_43_unidentifiable,padded/RR25_115x_obl_5f_43_unidentifiable.jpg
RR23_50x_obl_8e_1522_unidentifiable,padded/RR23_50x_obl_8e_1522_unidentifiable.jpg
RR54_20x_obl_26b_4808_densedetritus,padded/RR54_20x_obl_26b_4808_densedetritus.jpg
RR1_20x_obl_2b_10672_unidentifiable,padded/RR1_20x_obl_2b_10672_unidentifiable.jpg
RR58_20x_obl_30c_4009_copepod,padded/RR58_20x_obl_30c_4009_copepod.jpg
RR23_20x_obl_1b_6423_densedetritus,padded/RR23_20x_obl_1b_6423_densedetritus.jpg
RR10_7x_obl_9_14435_unidentifiable,padded/RR10_7x_obl_9_14435_unidentifiable.jpg
RR60_20x_obl_14c_3690_rhizaria,padded/RR60_20x_obl_14c_3690_rhizaria.jpg
FK170124_WW2_115x_obl_10d_3788_unidentifiable,padded/FK170124_WW2_115x_obl_10d_3788_unidentifiable.jpg
RR28_115x_obl_1f_135_unidentifiable,padded/RR28_115x_obl_1f_135_unidentifiable.jpg
RR1_7x_obl_11_145_longfecalpellet,padded/RR1_7x_obl_11_145_longfecalpellet.jpg
RR30_7x_obl_3_8640_amphipod,padded/RR30_7x_obl_3_8640_amphipod.jpg
